B7_MAMÁ_CONSERVADOR_1CONFORMIDAD,B16_MAMÁ_CONSERVADOR_2CONFORMIDAD,B28_MAMÁ_CONSERVADOR_3CONFORMIDAD,B36_MAMÁ_CONSERVADOR_4CONFORMIDAD,B9_MAMÁ_CONSERVADOR_1TRADICION,B20_MAMÁ_CONSERVADOR_2TRADICION,B25_MAMÁ_CONSERVADOR_3TRADICION,B38_MAMÁ_CONSERVADOR_4TRADICION,B5_MAMÁ_CONSERVADOR_1SEGURIDAD,B14_MAMÁ_CONSERVADOR_2SEGURIDAD,B21_MAMÁ_CONSERVADOR_3SEGURIDAD,B31_MAMÁ_CONSERVADOR_4SEGURIDAD,B35_MAMÁ_CONSERVADOR_5SEGURIDAD,B12_MAMÁ_AUTOTRASCENDENCIA_1BENEVOLENCIA,B18_MAMÁ_AUTOTRASCENDENCIA_2BENEVOLENCIA,B27_MAMÁ_AUTOTRASCENDENCIA_3BENEVOLENCIA,B33_MAMÁ_AUTOTRASCENDENCIA_4BENEVOLENCIA,B3_MAMÁ_AUTOTRASCENDENCIA_1UNIVERSALISMO,B8_MAMÁ_AUTOTRASCENDENCIA_2UNIVERSALISMO,B19_MAMÁ_AUTOTRASCENDENCIA_3UNIVERSALISMO,B23_MAMÁ_AUTOTRASCENDENCIA_4UNIVERSALISMO,B29_MAMÁ_AUTOTRASCENDENCIA_5UNVIERSALISMO,B40_MAMÁ_AUTOTRASCENDENCIA_6UNIVERSALISMO,B1_MAMÁ_APERTURA_AL_CAMBIO_1AUTODIRECCION,B11_MAMÁ_APERTURA_AL_CAMBIO_2AUTODIRECCION,B22_MAMÁ_APERTURA_AL_CAMBIO_3AUTODIRECCION,B34_MAMÁ_APERTURA_AL_CAMBIO_4AUTODIRECCION,B6_MAMÁ_APERTURA_AL_CAMBIO_1ESTIMULACION,B15_MAMÁ_APERTURA_AL_CAMBIO_2ESTIMULACION,B30_MAMÁ_APERTURA_AL_CAMBIO_3ESTIMULACION,B4_MAMÁ_SUPERACION_1LOGRO,B13_MAMÁ_SUPERACION_2LOGRO,B24_MAMÁ_SUPERACION_3LOGRO,B32_MAMÁ_SUPERACION_4LOGRO,B2_MAMÁ_SUPERACION_1PODER,B17_MAMÁ_SUPERACION_2PODER,B39_MAMÁ_SUPERACION_3PODER,B49_MAMÁ_PPASS_1_AS_1ELECCION,B52_MAMÁ_PPASS_4_AS_2ELECCION,B56_MAMÁ_PPASS_8_AS_3ELECCION,B62_MAMÁ_PPASS_14_AS_4ELECCION,B50_MAMÁ_PPASS_2_AS_1EXPLICACION,B57_MAMÁ_PPASS_9_AS_2EXPLICACION,B67_MAMÁ_PPASS_19_AS_3EXPLICACION,B71_MAMÁ_PPASS_23_AS_4EXPLICACION,B55_MAMÁ_PPASS_7_AS_1EMPATIA,B61_MAMÁ_PPASS_13_AS_2EMPATIA,B64_MAMÁ_PPASS_16_AS_3EMPATIA,B72_MAMÁ_PPASS_24_AS_4EMPATIA,B51_MAMÁ_PPASS_3_PC_1CASTIGO,B58_MAMÁ_PPASS_10_PC_2CASTIGO,B63_MAMÁ_PPASS_15_PC_3CASTIGO,B68_MAMÁ_PPASS_20_PC_4CASTIGO,B53_MAMÁ_PPASS_5_PC_1PRESION,B59_MAMÁ_PPASS_11_PC_2PRESION,B65_MAMÁ_PPASS_17_PC_3PRESION,B70_MAMÁ_PPASS_22_PC_4PRESION,B54_MAMÁ_PPASS_6_PC_1CULPAR,B60_MAMÁ_PPASS_12_PC_2CULPAR,B66_MAMÁ_PPASS_18_PC_3CULPAR,B69_MAMÁ_PPASS_21_PC_4CULPAR,ICAST_2MAMA,ICAST_5MAMA,ICAST_12MAMA,ICAST_13MAMA,ICAST_14MAMA,ICAST_17MAMA,ICAST_18MAMA,ICAST_19MAMA,ICAST_21MAMA,ICAST_24MAMA,ICAST_25MAMA,ICAST_26MAMA,ICAST_27MAMA,ICAST_32MAMA,ICAST_33MAMA,ICAST_43MAMA,ICAST_45MAMA,ICAST_47MAMA,ICAST_48MAMA,YSR_5,YSR_14,YSR_30,YSR_32,YSR_33,YSR_35,YSR_42,YSR_47,YSR_51,YSR_52,YSR_54,YSR_56B,YSR_56C,YSR_56D,YSR_56E,YSR_56F,YSR_65,YSR_69,YSR_91,YSR_103,YSR_111,YSR_2,YSR_3,YSR_16,YSR_20,YSR_21,YSR_28,YSR_57,YSR_67,YSR_82,YSR_94,YSR_96,YSR_97,YSR_99,YSR_104,YSR_105,SEXO_F1Y2,EDAD_F1Y2,NSE,EST_FAM,EDAD_MAMA,ESC_MAMA,EDAD_PAPA,ESCOL_PAPA,HOMBRE,MUJER,Lat_Conservador,Lat_Apertura,Lat_Trascedencia,Lat_Superacion,Lat_Autonomía,Lat_Control,Lat_Psicologico,Lat_Fisico,Lat_Negligencia,Lat_Ineriorizados,Lat_Exteriorizados
4,3,4,2,3,2,2,3,3,3,2,3,1,3,3,2,3,3,4,2,2,1,2,3,3,2,3,3,1,1,3,3,1,2,2,3,3,3,3,3,3,3,2,3,4,3,2,3,3,1,1,1,1,1,3,2,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,2,2,1,0,1,0,1,0,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,12,4,2,45,4,98,6,1, ,-.815,-.707,-1.011,.51,-.346,-.466,.298,-.407,-.326,.977,.72
4,4,4,4,3,4,1,4,4,3,4,4,4,4,4,4,3,4,2,4,4,3,4,3,4,2,2,3,4,4,2,1,2,1,3,2,1,3,4,4,4,4,3,4,4,4,4,4,3,1,1,2,1,2,4,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,12,5,1,28,3,38,4,1, ,1.119,.169,.675,-.339,.922,-.269,-.503,-.407,-.326,-.021,.327
3,3,3,4,4,1,1,2,4,3,4,4,3,4,4,2,3,4,4,2,2,2,2,4,4,3,4,3,2,3,2,3,1,1,2,1,1,4,4,4,4,2,2,3,3,3,4,4,4,2,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,6,1,35,4,36,5, ,1,-.093,.484,-.604,-.168,.33,-.966,-.503,-.407,-.326,-.128,-.865
4,4,4,4,4,4,1,3,4,1,2,3,3,3,4,3,4,1,1,4,4,4,3,3,1,3,4,2,1,2,1,1,1,1,1,1,1,3,1,3,4,1,4,4,3,4,4,4,4,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,6,1,36,6,32,6, ,1,.036,-.56,.181,-1.713,.355,-.726,.124,-.407,-.326,-.284,-1.333
2,3,3,4,3,1,1,3,3,4,4,2,3,4,1,2,4,1,1,2,3,3,4,4,3,3,4,2,3,4,4,4,1,1,3,2,2,3,4,2,3,4,3,4,4,2,2,4,3,1,1,2,4,3,4,4,4,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,7,1,34,4,98,3,1, ,-.468,.523,-.628,.821,-.008,1.304,-.503,-.407,-.326, , 
2,3,4,3,3,3,2,2,3,3,4,4,4,3,3,3,2,4,2,3,3,3,3,4,2,3,4,2,2,3,3,3,3,3,2,2,2,2,3,3,2,3,3,3,4,4,3,4,3,3,2,3,2,1,3,3,3,2,1,1,3,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,7,1,42,7,45,7,1, ,-.095,.072,-.367,.661,-.028,.652,.298,1.168,-.326,-.614,-1.333
3,3,3,3,4,2,3,3,3,4,4,3,2,2,3,2,2,3,3,3,2,3,2,2,4,2,2,2,2,2,2,1,1,3,1,2,3,1,2,1,2,3,1,1,2,2,1,3,1,3,3,2,3,2,3,3,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,3,1,53,3,50,4, ,1,-.481,-.8,-.892,-.325,-1.486,1.028,-.503,-.407,-.326,.372,-.432
1,2,4,2,4,4,4,4,3,2,4,4,3,4,4,2,2,4,3,4,4,4,3,2,3,1,4,2,1,2,1,2,1,2,1,3,4,2,2,3,3,2,2,3,2,4,3,4,3,1,1,2,1,2,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,7,1,38,5,37,5, ,1,-.232,-.867,.39,-.191,-.351,-.36,.124,-.407,-.326,-1.39,-1.333
4,3,4,3,4,2,2,4,4,3,4,4,2,4,2,4,4,4,3,4,3,4,4,3,3,4,3,4,2,2,1,1,1,1,3,1,2,3,4,3,3,4,4,4,4,4,4,4,4,2,1,1,1,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,7,1,36,6,40,7, ,1,.199,.222,.735,-.978,.989,-.323,-.503,.674,-.326,-.873,-.786
4,2,4,2,4,1,1,3,4,1,4,4,3,4,4,3,3,4,3,3,4,3,3,3,1,3,4,3,1,2,1,4,1,3,1,2,2,3,4,3,2,2,2,2,3,3,3,3,2,3,3,2,2,3,3,3,4,2,2,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,5,1,32,4,56,4,1, ,-.262,-.32,.137,.114,-.544,1.09,.445,.674,-.326, , 
3,4,4,4,3,4,3,3,3,3,4,1,3,3,3,3,3,3,3,4,2,4,3,2,2,2,3,4,1,1,3,3,1,2,3,4,2,1,1,3,3,2,2,2,2,3,2,2,1,4,4,4,4,1,3,3,3,3,3,3,3,3,0,5,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,2,1,0,1,1,2,0,2,0,1,0,1,0,1,1,2,2,0,0,0,2,0,0,9,0,0,0,1,0,0,2,12,7,4,99,6,33,6, ,1,.019,-.877,-.17,.562,-1.155,1.587,.921,1.307,1.091,1.076,1.055
4,4,4,2,4,3,1,1,3,2,4,4,3,3,3,2,4,4,1,2,2,2,3,2,4,4,4,3,1,3,2,3,1,2,3,2,2,2,1,4,4,1,2,3,4,3,3,4,4,4,1,1,1,1,4,3,3,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,1,42,3,50,3,1, ,-.118,.192,-.834,.268,-.033,-.277,.277,-.407,.804,.333,-.415
3,4,4,3,4,2,3,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,1,4,4,1,3,2,4,2,2,4,3,4,4,3,1,1,2,4,1,1,1,2,3,2,4,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,7,1,30,6,29,5,1, ,.599,1.716,.411,1.364,-.661,.013,.298,-.407,-.326,-.107,-.579
4,3,4,4,4,3,3,4,3,4,4,4,2,4,4,4,3,4,4,4,4,4,3,3,1,3,4,2,1,1,1,1,1,3,1,1,2,3,4,4,4,3,4,3,4,4,4,4,4,4,4,1,2,3,3,1,3,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14,6,1,48,5,53,5, ,1,.539,-.799,1.111,-.933,1.062,.299,.465,-.407,-.326,.327,-.177
1,4,1,3,3,1,1,1,1,1,1,4,3,3,2,2,3,3,3,4,1,1,1,3,2,1,3,1,1,1,1,1,1,3,1,1,2,1,3,3,2,1,3,4,2,3,1,1,1,2,2,2,1,1,2,1,3,3,1,1,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,2,13,5,2,98,3,98,3, ,1,-1.6,-1.517,-1.119,-.933,-1.208,.03,.736,.741,-.326,1.176,.923
4,4,4,3,4,2,2,4,4,3,4,4,3,4,4,2,3,4,3,4,3,4,4,3,4,4,4,4,4,3,1,1,1,1,3,2,4,3,4,3,3,4,4,4,4,4,3,4,4,1,1,1,1,4,3,3,3,2,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,2,14,7,2,40,6,98,7, ,1,.545,1.001,.34,-.545,.718,-.159,.298,1.33,.804,.292,.484
2,3,4,3,3,1,2,2,4,3,4,4,2,3,3,3,3,3,3,4,1,4,2,3,4,3,2,2,1,2,1,3,1,2,1,1,3,2,4,3,3,2,3,3,3,3,3,3,3,1,1,1,1,2,4,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,6,2,36,4,36,4,1, ,-.336,-.581,-.296,-.246,-.325,-.6,-.503,-.407,-.326,-1.741,-1.333
1,2,4,4,4,1,2,4,2,1,4,3,2,3,1,3,4,4,2,2,2,2,3,2,1,1,3,2,1,2,1,2,1,4,2,1,2,2,2,2,2,3,2,3,2,4,3,1,2,3,3,2,2,3,1,3,2,1,1,1,1,0,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2,13,7,5,52,4,52,7, ,1,-.491,-1.207,-.738,-.142,-.887,.245,.927,.937,.804,.473,.544
3,4,4,4,2,2,2,4,3,4,4,4,2,3,4,3,4,4,1,1,4,1,1,3,2,3,4,1,1,3,3,2,1,2,1,1,3,4,3,4,4,3,2,3,2,4,1,3,1,1,1,1,1,2,4,3,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,12,7,1,45,7,41,5, ,1,.315,-.418,-.645,-.116,-.478,.088,-.503,-.407,-.326,.872,-.286
1,2,4,2,2,4,1,3,4,1,4,3,1,4,1,4,2,1,1,3,4,3,3,3,4,4,3,2,1,1,3,1,1,2,2,1,3,2,3,1,3,2,4,3,2,4,3,3,1,4,4,4,3,3,3,1,2,2,4,4,2,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,9,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,2,12,3,2,54,4,50,3, ,1,-.989,-.489,-.163,-.278,-.602,1.423,1.684,-.407,1.174,1.06,.74
2,1,2,2,1,1,3,3,2,2,3,1,1,3,3,3,3,4,4,2,4,3,4,3,2,2,4,1,3,2,1,4,2,2,2,2,2,3,4,1,3,1,2,2,1,3,2,2,3,2,1,1,2,1,2,3,4,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4,2,32,9,99,2,1, ,-1.859,-.636,-.144,.415,-.921,.589,-.503,-.407,-.326,-.577,-.415
3,2,4,4,4,3,3,4,4,3,4,3,3,4,2,4,4,4,4,3,3,4,1,4,3,3,3,2,1,3,2,1,1,2,1,1,2,3,3,3,4,3,4,4,2,4,4,4,4,3,2,2,2,2,3,1,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13,4,1,42,2,53,4,1, ,.313,-.176,.345,-.751,.458,.351,-.503,-.407,-.326,.044,-.013
2,3,3,1,2,4,1,2,2,2,3,4,1,3,2,3,2,2,1,4,1,1,3,2,1,2,1,2,2,2,2,2,1,3,1,1,2,2,1,4,3,1,3,1,4,4,1,4,4,1,3,1,2,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,5,5,0,1,0,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,2,12,7,5,45,7,47,6, ,1,-1.33,-1.15,-1.016,-.225,-.136,-.484,1.095,1.109,2.028,.29,.885
1,3,2,1,4,2,3,3,3,1,2,2,1,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,1,1,2,1,1,1,1,2,2,3,2,1,1,1,1,4,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,13,3,2,34,3,35,2,1, ,-1.695,-1.159,-1.445,-1.267,-1.289,-.844,.357,-.407,.915,-.496,-.119
4,2,4,2,4,2,1,3,4,4,4,4,4,3,4,2,2,4,4,4,4,4,2,2,4,3,4,4,2,2,3,2,1,3,2,3,3,3,3,4,4,2,3,3,3,4,2,4,4,3,2,3,2,3,4,1,1,1,3,1,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,2,1,2,2,2,0,2,2,2,0,0,1,1,2,2,2,2,0,2,2,1,0,1,1,0,0,2,0,1,0,2,0,2,14,6,1,40,6,45,6, ,1,.364,.159,.091,.358,.159,.687,1.229,-.407,1.17,2.131,1.725
4,4,4,4,4,1,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,3,4,4,2,2,4,3,2,4,3,4,4,4,4,3,4,4,4,3,4,4,3,3,2,1,4,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,15,6,1,49,7,47,6, ,1,.586,1.446,1.298,1.023,.988,.069,-.503,.462,1.282,1.579,.37
4,4,4,4,4,2,2,4,4,4,4,3,4,4,4,3,3,4,3,3,3,4,3,3,4,3,4,4,1,1,2,3,1,4,1,3,4,3,4,4,4,1,4,3,4,4,4,4,2,4,3,3,1,2,2,2,3,3,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,7,1,47,7,50,7, ,1,1.226,.053,.185,.58,.552,.456,.206,1.219,-.326,-.198,-1.333
1,3,3,4,3,2,1,2,2,3,3,3,2,2,1,2,2,2,1,2,2,3,2,2,2,2,3,1,1,1,1,1,1,2,2,1,2,3,4,3,3,2,2,1,2,2,2,1,2,1,1,1,1,3,3,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,12,6,1,40,4,45,4,1, ,-.876,-1.496,-1.294,-.832,-1.042,-.28,-.503,-.407,-.326,-.944,-.255
4,4,4,4,3,2,2,3,4,2,4,4,3,4,4,4,3,4,3,4,4,3,3,4,4,4,3,4,2,3,4,3,2,2,2,2,3,3,4,4,3,3,4,4,4,4,3,3,4,1,3,1,1,2,4,4,4,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,6,1,33,7,35,7,1, ,.388,.832,.605,.73,.48,-.026,.206,-.407,-.326,-.134,-.865
4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,1,3,4,3,1,2,4,2,1,4,2,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,2,4,4,4,4,4,2,1,1,2,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,2,0,0,1,1,2,2,1,0,1,1,1,0,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,7,1,50,6,50,7, ,1,1.884,-.32,.975,.66,1.308,.992,.768,1.018,-.326,1.243,-1.333
4,4,4,4,4,1,1,4,4,4,4,4,3,4,1,4,1,4,4,4,2,4,2,2,4,4,3,4,1,4,3,2,1,4,3,4,4,1,4,4,3,4,4,4,4,4,1,4,4,4,4,3,4,4,4,4,4,4,1,3,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,2,2,0,1,0,1,2,1,2,2,2,2,2,2,0,1,1,2,1,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,14,4,1,36,6,38,5, ,1,1.06,.547,.228,.817,.713,1.535,-.503,1.223,.915,2.066,-.025
4,2,4,3,4,4,4,4,4,3,3,4,3,2,1,4,4,4,3,2,3,4,3,1,1,4,3,3,1,2,4,3,1,3,2,4,2,1,2,2,2,2,2,2,2,3,1,3,2,4,4,4,4,3,3,3,2,3,2,4,1,0,2,4,0,3,0,0,1,2,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,14,6,1,98,8,98,7, ,1,.135,-.644,-.153,.707,-1.084,1.413,1.576,1.759,-.326,-.745,.419
2,4,4,3,3,1,1,4,4,2,4,2,3,3,4,4,3,4,4,2,4,4,3,3,2,2,2,1,1,3,2,3,1,2,1,1,2,3,2,3,3,1,2,4,3,3,4,4,2,3,3,3,4,1,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,2,0,0,1,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,6,1,45,6,45,6, ,1,-.21,-.981,.356,-.118,-.328,.449,-.503,-.407,-.326,.856,-.865
2,4,4,4,4,3,3,3,3,2,3,3,3,4,4,3,3,4,2,4,4,4,4,3,3,3,3,2,3,3,3,3,2,3,3,4,3,4,3,3,4,2,3,1,3,4,4,4,3,4,3,3,3,3,4,3,3,1,1,1,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,7,1,35,4,35,7,1, ,-.132,-.151,.647,.92,.045,.657,.836,.425,-.326,.72,-.344
3,3,3,3,3,1,1,4,3,2,4,3,3,3,2,2,3,4,2,1,2,2,2,2,2,3,2,2,1,1,2,1,1,1,2,1,4,1,2,2,3,3,1,1,3,3,1,1,2,3,3,1,3,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,0,1,0,1,14,6,1,43,8,41,8,1, ,-.55,-1.19,-1.073,-.493,-1.235,.024,-.503,.503,-.326,-.72,.737
1,3,4,4,2,4,3,4,4,2,4,4,3,4,1,1,2,4,4,2,2,1,4,3,4,4,4,2,1,1,3,1,1,3,3,1,4,1,3,4,4,2,3,4,4,3,4,4,4,3,2,2,1,2,3,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,14,6,1,98,8,98,8,1, ,.19,-.272,-1.104,.079,.406,-.096,.124,-.407,-.326,-1.097,-.013
4,3,4,3,3,2,1,3,3,3,3,2,3,3,4,3,2,4,3,4,3,4,3,3,2,3,3,2,2,2,3,3,2,3,2,3,2,2,4,3,3,2,2,3,3,3,3,3,3,3,2,3,3,2,2,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13,3,1,36,6,37,5, ,1,-.477,-.51,.068,.666,-.369,.662,-.503,-.407,-.326,-.508,-.39
3,3,4,4,4,3,2,4,3,4,2,3,3,3,1,3,3,4,1,4,2,4,3,3,4,1,4,2,1,2,1,3,3,1,1,2,1,2,2,4,4,3,4,4,4,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,5,1,56,6,98,3, ,1,.069,-.56,-.269,-.179,.451,-1.756,.357,-.407,-.326,-1.329,-1.333
3,4,4,4,2,3,2,2,1,3,4,3,1,4,3,4,2,2,4,3,2,4,3,2,2,3,2,2,1,2,1,1,1,2,1,2,1,1,2,2,2,1,3,2,2,3,1,2,2,3,1,2,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,4,1,38,2,42,3, ,1,-.398,-.944,.078,-1.109,-1.194,-.277,-.503,-.407,.804,-.132,-.865
