B7_MAMÁ_CONSERVADOR_1CONFORMIDAD,B16_MAMÁ_CONSERVADOR_2CONFORMIDAD,B28_MAMÁ_CONSERVADOR_3CONFORMIDAD,B36_MAMÁ_CONSERVADOR_4CONFORMIDAD,B9_MAMÁ_CONSERVADOR_1TRADICION,B20_MAMÁ_CONSERVADOR_2TRADICION,B25_MAMÁ_CONSERVADOR_3TRADICION,B38_MAMÁ_CONSERVADOR_4TRADICION,B5_MAMÁ_CONSERVADOR_1SEGURIDAD,B14_MAMÁ_CONSERVADOR_2SEGURIDAD,B21_MAMÁ_CONSERVADOR_3SEGURIDAD,B31_MAMÁ_CONSERVADOR_4SEGURIDAD,B35_MAMÁ_CONSERVADOR_5SEGURIDAD,B12_MAMÁ_AUTOTRASCENDENCIA_1BENEVOLENCIA,B18_MAMÁ_AUTOTRASCENDENCIA_2BENEVOLENCIA,B27_MAMÁ_AUTOTRASCENDENCIA_3BENEVOLENCIA,B33_MAMÁ_AUTOTRASCENDENCIA_4BENEVOLENCIA,B3_MAMÁ_AUTOTRASCENDENCIA_1UNIVERSALISMO,B8_MAMÁ_AUTOTRASCENDENCIA_2UNIVERSALISMO,B19_MAMÁ_AUTOTRASCENDENCIA_3UNIVERSALISMO,B23_MAMÁ_AUTOTRASCENDENCIA_4UNIVERSALISMO,B29_MAMÁ_AUTOTRASCENDENCIA_5UNVIERSALISMO,B40_MAMÁ_AUTOTRASCENDENCIA_6UNIVERSALISMO,B1_MAMÁ_APERTURA_AL_CAMBIO_1AUTODIRECCION,B11_MAMÁ_APERTURA_AL_CAMBIO_2AUTODIRECCION,B22_MAMÁ_APERTURA_AL_CAMBIO_3AUTODIRECCION,B34_MAMÁ_APERTURA_AL_CAMBIO_4AUTODIRECCION,B6_MAMÁ_APERTURA_AL_CAMBIO_1ESTIMULACION,B15_MAMÁ_APERTURA_AL_CAMBIO_2ESTIMULACION,B30_MAMÁ_APERTURA_AL_CAMBIO_3ESTIMULACION,B4_MAMÁ_SUPERACION_1LOGRO,B13_MAMÁ_SUPERACION_2LOGRO,B24_MAMÁ_SUPERACION_3LOGRO,B32_MAMÁ_SUPERACION_4LOGRO,B2_MAMÁ_SUPERACION_1PODER,B17_MAMÁ_SUPERACION_2PODER,B39_MAMÁ_SUPERACION_3PODER,B49_MAMÁ_PPASS_1_AS_1ELECCION,B52_MAMÁ_PPASS_4_AS_2ELECCION,B56_MAMÁ_PPASS_8_AS_3ELECCION,B62_MAMÁ_PPASS_14_AS_4ELECCION,B50_MAMÁ_PPASS_2_AS_1EXPLICACION,B57_MAMÁ_PPASS_9_AS_2EXPLICACION,B67_MAMÁ_PPASS_19_AS_3EXPLICACION,B71_MAMÁ_PPASS_23_AS_4EXPLICACION,B55_MAMÁ_PPASS_7_AS_1EMPATIA,B61_MAMÁ_PPASS_13_AS_2EMPATIA,B64_MAMÁ_PPASS_16_AS_3EMPATIA,B72_MAMÁ_PPASS_24_AS_4EMPATIA,B51_MAMÁ_PPASS_3_PC_1CASTIGO,B58_MAMÁ_PPASS_10_PC_2CASTIGO,B63_MAMÁ_PPASS_15_PC_3CASTIGO,B68_MAMÁ_PPASS_20_PC_4CASTIGO,B53_MAMÁ_PPASS_5_PC_1PRESION,B59_MAMÁ_PPASS_11_PC_2PRESION,B65_MAMÁ_PPASS_17_PC_3PRESION,B70_MAMÁ_PPASS_22_PC_4PRESION,B54_MAMÁ_PPASS_6_PC_1CULPAR,B60_MAMÁ_PPASS_12_PC_2CULPAR,B66_MAMÁ_PPASS_18_PC_3CULPAR,B69_MAMÁ_PPASS_21_PC_4CULPAR,ICAST_2MAMA,ICAST_5MAMA,ICAST_12MAMA,ICAST_13MAMA,ICAST_14MAMA,ICAST_17MAMA,ICAST_18MAMA,ICAST_19MAMA,ICAST_21MAMA,ICAST_24MAMA,ICAST_25MAMA,ICAST_26MAMA,ICAST_27MAMA,ICAST_32MAMA,ICAST_33MAMA,ICAST_43MAMA,ICAST_45MAMA,ICAST_47MAMA,ICAST_48MAMA,YSR_5,YSR_14,YSR_30,YSR_32,YSR_33,YSR_35,YSR_42,YSR_47,YSR_51,YSR_52,YSR_54,YSR_56B,YSR_56C,YSR_56D,YSR_56E,YSR_56F,YSR_65,YSR_69,YSR_91,YSR_103,YSR_111,YSR_2,YSR_3,YSR_16,YSR_20,YSR_21,YSR_28,YSR_57,YSR_67,YSR_82,YSR_94,YSR_96,YSR_97,YSR_99,YSR_104,YSR_105,SEXO_F1Y2,EDAD_F1Y2,NSE,EST_FAM,EDAD_MAMA,ESC_MAMA,EDAD_PAPA,ESCOL_PAPA,HOMBRE,MUJER,Lat_Conservador,Lat_Apertura,Lat_Trascedencia,Lat_Superacion,Lat_Autonomía,Lat_Control,Lat_Psicologico,Lat_Fisico,Lat_Negligencia,Lat_Ineriorizados,Lat_Exteriorizados
4,4,4,4,3,3,1,4,4,3,4,3,3,4,4,3,4,4,1,4,3,4,3,3,3,4,3,3,1,3,1,1,1,4,1,1,1,4,4,1,4,4,2,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,14,5,2,98,3,98,3, ,1,.486,.046,.421,-1.071,1.038,-1.756,-.503,.989,-.326,.252,-.198
3,4,4,4,4,1,1,4,3,3,4,4,3,3,4,3,2,4,3,3,4,4,3,3,4,4,4,4,2,4,3,3,1,4,4,1,2,2,3,4,2,3,2,3,4,3,3,3,4,2,1,2,1,3,4,3,3,1,1,2,1,1,0,2,3,2,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,13,3,1,98,2,98,2, ,1,.476,1.149,.061,.635,-.166,.099,1.69,.972,1.476,.261,-.344
1,2,4,4,3,1,1,1,3,1,4,4,4,3,1,3,2,3,2,3,3,3,1,2,2,3,4,4,2,4,1,1,2,4,1,1,1,1,2,2,1,1,1,4,2,3,1,2,4,1,1,4,2,3,3,3,3,1,1,4,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,6,1,98,4,98,4,1, ,-.343,.402,-.68,-.713,-1.118,.357,.408,.425,-.326,-.678,-.865
4,4,4,3,1,4,4,4,2,3,4,2,4,3,1,3,3,4,4,2,1,4,4,1,4,4,1,3,2,3,1,2,2,4,2,4,2,3,3,1,3,4,4,1,3,3,4,3,1,4,3,4,4,2,2,4,1,4,1,3,3,6,6,2,0,0,0,0,2,6,0,5,0,0,0,0,0,0,6,6,1,0,1,1,2,2,2,1,1,1,1,0,0,0,0,0,1,2,1,1,2,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,14,4,1,98,8,98,8,1, ,.082,-.105,-.414,.325,-.507,1.414,1.822,1.47,2.268,1.34,.76
4,4,3,4,2,1,1,3,3,4,4,4,4,3,4,3,4,4,1,4,2,3,3,3,4,2,4,4,3,2,1,1,1,3,1,1,1,4,4,3,4,4,2,3,3,4,4,4,4,3,1,3,1,1,1,1,2,1,1,1,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,1,0,2,13,6,1,44,7,42,4, ,1,.167,.292,-.154,-1.183,.58,-.492,.351,.503,.581,-.118,.757
4,3,4,4,4,2,2,3,4,3,3,4,3,3,2,3,2,4,4,4,3,3,4,4,2,2,3,3,3,2,2,3,2,2,2,3,2,3,3,2,2,3,3,2,3,3,2,4,2,1,1,1,1,2,4,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,13,4,1,98,4,98,4,1, ,.238,-.221,-.155,.432,-.556,-.195,-.503,-.407,-.326,-1.741,.305
3,4,4,4,3,4,2,3,3,3,4,4,3,4,3,4,4,2,1,4,3,4,2,4,4,4,4,4,3,4,2,4,2,4,1,2,1,2,4,4,4,3,4,4,4,4,4,4,4,3,3,2,2,1,4,4,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,0,0,0,1,1,2,0,2,1,2,1,2,2,0,1,1,1,0,1,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,2,13,5,1,34,4,40,4, ,1,.286,1.716,.339,.638,1.243,.564,-.503,-.407,2.002,1.223,.465
1,4,4,3,4,1,3,1,4,4,4,4,4,4,1,4,3,4,4,3,4,4,4,3,1,4,4,4,3,4,1,1,1,2,1,4,2,1,3,4,1,4,2,2,3,4,3,4,4,2,1,1,1,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,0,1,1,1,1,2,1,1,2,1,2,0,1,1,2,0,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,2,0,2,13,2,1,40,3,38,3, ,1,.4,.959,.64,-.784,-.039,-.914,-.503,-.407,1.627,1.496,.864
3,4,3,4,4,2,1,3,4,4,4,3,3,3,3,3,3,4,3,4,4,3,4,4,4,3,4,4,2,4,4,3,1,4,3,3,2,2,3,2,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,3,2,2,1,2,1,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,0,1,2,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,13,4,1,31,4,35,3, ,1,.105,1.158,.061,.931,-.642,.423,.351,1.203,-.326,.382,.552
3,3,3,1,3,1,1,2,2,3,3,1,1,2,1,2,2,1,3,1,3,1,2,1,1,2,2,1,1,2,2,2,3,2,4,4,1,1,2,1,1,1,1,2,1,1,1,1,1,4,4,3,4,1,1,4,4,3,4,4,4,1,1,6,0,1,1,0,1,1,1,0,1,1,1,1,0,3,1,1,0,2,1,0,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,5,1,33,4,44,6, ,1,-1.483,-1.683,-1.577,.337,-2.356,1.997,1.837,1.84,1.449,2.481,-.865
4,4,3,4,3,1,1,4,3,2,4,2,3,4,1,3,4,4,2,3,4,4,2,2,2,3,2,2,1,1,2,1,1,1,1,3,1,1,4,4,3,4,4,4,3,4,3,4,4,1,1,1,1,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,14,2,2,43,2,51,3, ,1,-.282,-1.19,.142,-.87,.546,-1.31,-.503,1.053,-.326, , 
1,4,3,4,4,3,2,4,4,3,4,3,3,3,2,2,2,4,4,2,4,4,4,3,3,2,3,3,1,2,2,3,1,4,1,1,2,1,3,2,3,4,3,3,3,4,3,1,3,1,1,4,4,3,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,1,15,3,1,37,2,49,3,1, ,.096,-.495,-.286,.16,-.444,.775,-.503,-.407,.397,-.469,.744
4,3,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,3,3,4,4,4,3,2,4,4,3,2,4,4,4,2,4,3,1,4,3,4,4,2,3,3,3,3,4,3,3,3,3,3,2,4,3,4,4,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,15,6,1,98,6,98,4,1, ,.994,.509,.466,1.597,-.08,1.153,-.503,-.407,-.326,.219,.281
3,4,4,4,3,2,2,4,4,1,4,2,2,4,4,4,4,3,3,2,2,3,2,3,3,2,3,3,3,2,2,4,2,4,1,2,3,4,4,4,4,4,4,4,1,4,2,2,3,4,2,3,3,1,4,4,4,2,2,1,1,4,1,0,0,2,0,1,1,0,1,1,0,0,3,0,0,0,0,0,0,2,0,1,0,1,1,1,1,2,1,2,2,1,0,2,0,0,1,1,0,1,2,1,0,0,1,0,0,0,1,1,0,0,1,0,2,15,4,1,40,4,98,3, ,1,-.074,-.301,-.107,.853,.027,.858,1.384,1.783,-.326,1.318,1.077
1,4,4,3,4,2,1,3,4,2,3,3,3,4,3,3,2,4,2,4,4,4,4,4,4,4,1,4,2,4,3,3,4,2,4,1,2,2,4,4,4,4,1,4,4,4,4,4,4,3,1,1,1,3,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,14,5,1,36,3,45,4, ,1,-.312,1.12,.432,.669,1.146,-.302,.124,-.407,-.326, , 
3,1,3,4,2,3,2,3,4,2,4,3,3,3,1,2,4,4,1,3,2,2,2,4,3,3,3,4,4,3,4,2,3,3,3,2,3,2,2,2,3,3,3,1,3,2,2,3,4,1,3,1,1,3,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,14,6,1,36,4,37,5, ,1,-.479,.578,-.896,.782,-.653,-.214,-.503,-.407,-.326,-.515,.289
2,4,4,4,4,2,2,4,3,3,3,3,4,4,4,4,3,4,3,3,3,4,3,2,3,4,3,2,2,3,1,3,1,4,1,1,2,2,4,4,4,3,4,4,4,4,4,4,4,1,1,1,1,1,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,4,1,31,4,32,5, ,1,.258,-.215,.434,-.064,1.243,-1.007,-.503,-.407,-.326,.164,-.865
2,4,4,3,4,3,1,1,3,4,4,4,2,4,3,4,4,4,3,4,2,3,3,2,4,3,4,3,3,4,3,3,2,4,1,2,1,4,4,4,1,3,4,4,3,4,4,2,2,1,4,1,1,1,4,4,4,1,1,1,1,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,15,7,1,98,7,98,7,1, ,-.103,.421,.304,.527,.009,-.062,.351,.776,-.326,-.19,.599
3,3,2,3,3,2,1,2,4,3,3,3,3,3,2,3,3,3,4,3,3,2,3,4,4,3,3,3,2,3,3,4,2,3,2,2,4,3,4,3,3,4,3,3,3,4,2,3,3,3,2,1,2,4,3,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,14,4,1,35,4,42,3,1, ,-.756,.282,-.498,1.082,-.137,.165,-.503,.72,-.326, , 
3,4,4,4,4,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,1,3,2,3,2,4,4,3,4,3,3,4,4,4,4,4,4,2,1,1,2,1,1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14,2,1,35,3,98,3, ,1,1.104,1.236,1.4,.509,.989,-.406,-.503,-.407,-.326,-.57,-.432
4,3,4,4,4,1,1,4,4,1,4,3,4,4,1,4,4,4,4,4,4,4,4,4,1,4,3,3,1,1,1,1,3,3,1,4,3,4,4,4,1,4,4,1,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,14,3,1,98,4,98,2,1, ,.434,-.332,1.249,-.15,.95,-1.471,-.503,-.407,-.326, , 
4,3,4,3,4,3,1,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,2,4,2,4,3,4,3,1,4,3,2,3,3,4,4,4,3,3,2,3,4,2,4,4,2,2,2,3,3,2,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,15,4,1,39,4,35,3,1, ,.358,.305,1.372,.947,.309,.06,.351,-.407,-.326,-1.741,.536
1,4,3,3,4,2,1,3,3,3,4,3,1,4,1,3,3,4,4,2,4,3,1,3,3,3,4,2,1,2,1,1,1,2,1,2,1,3,3,2,3,4,1,2,1,4,2,1,2,2,1,2,1,1,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14,3,2,55,2,98,2, ,1,-.653,-.391,-.244,-1.109,-.962,-.227,-.503,-.407,.804,-.189,-.432
2,3,4,4,4,4,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,1,2,3,2,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,1,30,2,36,2, ,1,1.065,-.896,.896,-1.713,1.856,-1.756,-.503,-.407,-.326,-1.188,-1.333
3,3,3,3,3,2,1,4,4,2,4,3,3,3,3,3,4,4,3,3,2,3,2,4,3,2,4,3,2,3,2,3,2,3,2,1,3,4,4,4,4,3,4,4,4,4,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,5,1,41,3,46,4, ,1,-.408,.222,-.348,.459,1.517,-1.22,-.503,-.407,-.326,-1.39,-1.333
2,3,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,1,4,4,4,1,4,2,1,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,1,1,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,6,2,34,6,36,5, ,1,.88,1.407,.982,1.263,1.211,-.889,-.503,-.407,-.326,-.28,-.865
4,4,4,4,4,2,4,4,4,3,4,4,4,4,2,4,4,4,2,4,4,4,4,3,3,2,3,2,1,3,3,2,1,4,1,1,2,4,4,4,4,3,4,4,4,4,4,4,4,1,1,3,1,1,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,4,1,98,6,98,3,1, ,1.348,-.519,1.007,.037,1.517,-.523,-.503,-.407,-.326,-.219,-.523
2,4,4,4,3,3,2,4,4,4,3,4,3,4,4,3,2,4,3,4,4,4,3,2,4,3,4,4,1,4,1,1,1,3,1,1,2,4,4,3,4,2,2,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,4,1,34,5,35,4, ,1,.446,.521,.517,-.933,.092,-1.756,-.503,-.407,-.326,-.572,-1.333
2,4,2,1,4,1,1,4,4,2,4,4,4,4,3,4,2,1,4,4,2,4,4,1,1,2,1,1,1,1,1,3,2,4,1,1,1,1,1,1,1,4,2,2,1,4,1,1,1,4,4,4,4,1,2,4,4,2,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,15,7,2,44,6,99,6,1, ,-.23,-2.265,.384,.044,-1.834,1.579,.845,.402,-.326,.53,.506
4,4,4,3,3,2,1,3,4,2,4,4,3,3,3,4,4,4,4,3,3,2,3,3,3,3,4,3,1,3,3,3,2,3,2,3,3,3,4,4,3,3,3,3,3,3,3,3,4,1,3,1,2,3,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,15,7,4,38,6,37,7,1, ,.086,.036,-.058,.759,-.035,-.001,-.503,-.407,-.326,-.723,.638
4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,3,2,2,4,3,1,3,1,4,3,2,4,4,4,2,3,4,4,4,3,4,4,2,1,2,2,3,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,14,2,2,32,3,32,2, ,1,1.772,.286,1.111,.675,.696,-.233,.206,-.407,-.326,-.132,.289
4,3,4,4,4,1,2,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,2,3,2,1,1,3,2,3,2,2,4,2,4,1,3,3,1,3,3,4,1,4,4,4,4,3,1,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,6,1,42,6,38,6, ,1,.615,1.104,.893,-.166,-.596,.944,.298,-.407,-.326,.309,-.865
2,3,4,4,3,1,3,3,3,3,4,3,2,4,2,3,3,4,3,3,4,4,1,2,2,2,2,2,1,2,2,1,1,3,1,2,1,3,2,4,1,2,3,3,3,3,4,4,3,1,1,1,1,1,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,14,6,1,41,3,42,4,1, ,-.315,-1.112,.069,-.599,-.223,-1.027,-.503,-.407,-.326,-.262,.395
1,2,2,3,4,2,2,3,2,2,3,2,2,2,2,2,1,4,1,3,3,3,2,4,4,3,4,4,3,4,4,3,3,3,4,2,4,1,3,3,2,1,2,3,2,3,2,3,3,2,1,1,1,1,3,3,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,14,7,4,33,4,45,6,1, ,-1.244,1.3,-.902,1.241,-.749,-.696,.357,-.407,-.326,-.126,.181
3,4,3,3,3,2,2,3,4,2,4,3,2,4,3,3,3,3,2,3,3,2,2,3,3,3,2,3,2,2,3,3,2,3,2,4,3,2,3,3,3,3,3,3,3,4,1,3,2,3,2,3,3,3,3,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,6,1,48,4,50,6,1, ,-.525,-.312,-.42,.819,-.461,.413,.124,.425,-.326,-.429,-.415
4,3,4,4,3,2,1,3,3,2,4,4,3,4,4,3,3,4,1,3,2,3,2,3,3,2,4,3,1,2,2,3,1,3,1,1,3,4,4,3,4,4,3,4,3,4,3,4,4,3,2,2,1,3,2,3,2,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,6,1,43,4,45,4,1, ,.03,-.328,-.257,.129,.589,.009,.465,-.407,-.326,-.298,-.865
1,4,4,4,2,1,4,2,4,2,4,4,4,3,3,4,4,4,4,1,2,4,1,3,4,4,4,4,1,4,1,3,2,4,1,1,3,1,3,4,4,1,1,4,4,4,4,4,4,2,1,1,1,1,4,4,4,1,1,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5,1,98,2,47,3,1, ,.237,1.014,-.14,.298,.535,-.308,.277,.844,-.326,-.422,-.865
2,2,3,2,3,1,1,4,4,3,3,3,2,3,2,3,2,4,2,2,3,2,2,1,4,3,3,3,1,2,3,3,1,3,1,1,3,2,2,3,1,1,2,2,2,3,1,1,1,3,3,2,2,2,2,3,2,2,1,1,1,4,3,0,4,4,0,0,3,3,0,0,0,0,3,0,0,0,3,3,1,0,0,0,0,0,1,1,2,0,0,1,2,1,0,0,1,1,0,0,1,1,2,0,1,0,1,0,2,0,0,1,1,0,1,1,1,15,3,1,31,4,30,3,1, ,-.903,-.524,-.757,.282,-1.484,.405,2.053,1.685,1.627,.281,1.679
4,4,4,2,4,1,1,2,4,1,4,4,1,2,4,2,1,4,4,4,1,3,3,2,2,4,4,2,1,1,1,1,1,1,1,2,1,4,4,4,4,4,2,4,4,4,4,4,4,1,1,1,1,1,3,1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15,2,1,40,2,35,3,1, ,-.384,-.751,-.669,-1.389,1.451,-.949,.124,-.407,-.326,-1.741,-.344
